description,label
ขอเสนอแนะให้ กทม. เปลี่ยนสะพานลอยคนข้าม เป็นทางม้าลายเหมือนกับแยกอื่น ๆ ที่ใช้วิธีการเป็นการใช้สัญญาณไฟรอข้ามทางข้ามทางม้าลาย เพราะคนแก่ หรือคนที่เดินไม่ไหวแล้วจะได้ไม่ต้องขึ้นบันไดจากปัญหาสุขภาพของพวกเขา ในรูปคือตัวอย่าง แยกกษัตริย์ศึก จริง ๆ แล้วมีแยกอื่น ๆ อีกเช่นแยกสะพานควาย ก็เป็นสะพานลอยเช่นกัน,การเข้าถึงของคนพิการ&ผู้สูงอายุ
จุดรวมขยะ ของฟอเรสต์ต้ากินพื้นที่บนฟุตบาทส่งกลิ่นเหม็น,"('ขยะ', 'ขยะ')"
ต้นไม้ใหญ่มาก รากต้นไม้ อยู่บนดินเห็นชัด ช่วงนี้มีลมพายุและฝนตกเกือบทุกวัน เกรงว่าจะเกิดอันตรายกับบ้านและรถยนต์ค่ะ,ต้นไม้
ปัญหาตัดต้นไม้,ต้นไม้
อยากให้ช่วยจับแมวจรในคอนโดค่ะ ขึ้นนอนบนรถ ช่วยรถเป็นรอย ทางนิติประสานงานไปเขตแล้ว แต่ทางเขตไม่รับจับให้,สัตว์
เสาไฟส่องสว่างบนทางเท้าที่ถนนกรุงธนบุรีทั้งสองฝั่ง ติดตั้งไว้หลายปีแล้ว ไม่ค่อยเปิดใช้งาน บางต้นพัง บางต้นไม่มีหลอดไฟแล้วครับ,"('ไฟฟ้า', 'ไฟส่องสว่าง')"
📍แจ้งเรื่องน้ำท่วม ประมาณ 40 - 60 เซนติเมตร ในซอยลาซาล 50 ถนนสุขุมวิท 105 เขตบางนา ท่วมเกือบทั้งซอย รถยนต์ปกติเข้า-ออกไม่ได้ พื้นที่เขตบางนา,น้ำท่วม
ช่องระบายน้ำแตก,"('ทางเท้า', 'ท่อระบายน้ำบนทางเท้า')"
บ้านเลขที่ 25 ซ.เพชรเกษม 79 แยก 13 เปิดเพลงเสียงรบกวนผู้อื่น โดยเฉพาะเสียงเบสที่มีความเข้ม ดังและสั่นจนเกิดความน่ารำคาญต่อเพื่อนบ้าน,เสียง
1. ต้นไม้ เถาวัลย์ พันสายไฟ,ต้นไม้
"Krid Asvanon’s Location https://maps.apple.com/?ll=13.708221,100.538013&q=My%20Location&_ext=EiQpxv2Q95tqK0AxEApqzW4iWUA5xv2Q95tqK0BBEApqzW4iWUA%3D&t=m",reject
ในกรณีที่เวลาฝนตกหนัก น้ำก็จะท่วมซอยหนักมากครับ รถเล็กไม่สามารถเข้าออกได้ครับ อยากให้มาช่วยขุดลอกท่อด้วยครับ ขอบคุณครับ,น้ำท่วม
พื้นทางเดินยุบตัว น้ำรั่ว หญ้าขึ้นตลอดทาง มีขยะ ในพุ่มไม้ มีสัตว์ไม่ทราบชนิด น่าจะงูไม่ก็ตะขาบ คนสัญจรไปมาลำบาก ทางเดินริมถนนราชพฤกษ์  BTS บางหว้า,"('ทางเท้า', 'ทางเท้าชำรุด')"
